<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
GAZP,60,29/12/21,19:00,339.7000000,341.1000000,339.2000000,339.7900000,2067660
GAZP,60,29/12/21,20:00,339.7700000,340.4800000,339.6800000,340.4600000,429420
GAZP,60,29/12/21,21:00,340.4800000,340.7400000,339.6600000,339.7500000,577800
GAZP,60,29/12/21,22:00,339.7500000,340.4900000,339.6600000,340.4600000,887680
GAZP,60,29/12/21,23:00,340.4700000,340.6400000,340.0000000,340.3300000,426650
GAZP,60,30/12/21,07:00,340.7500000,341.4900000,340.3300000,341.0000000,831500
GAZP,60,30/12/21,08:00,340.9800000,341.1100000,339.1100000,339.5600000,655940
GAZP,60,30/12/21,09:00,339.5400000,340.9000000,339.1200000,340.6900000,568740
GAZP,60,30/12/21,10:00,340.7400000,340.8800000,339.0200000,339.6000000,2270400
GAZP,60,30/12/21,11:00,339.6000000,340.7500000,337.4000000,338.1600000,4475570
GAZP,60,30/12/21,12:00,338.1500000,340.1700000,338.0500000,339.6800000,1969490
GAZP,60,30/12/21,13:00,339.7100000,341.4000000,338.9600000,340.6100000,3146130
GAZP,60,30/12/21,14:00,340.6100000,341.2000000,340.3200000,341.1200000,1265580
GAZP,60,30/12/21,15:00,341.1200000,341.8000000,340.6800000,340.8400000,2355980
GAZP,60,30/12/21,16:00,340.8500000,341.5000000,340.2100000,341.0900000,2039500
GAZP,60,30/12/21,17:00,341.0900000,341.6000000,340.5800000,341.2700000,3317220
GAZP,60,30/12/21,18:00,341.2700000,344.0000000,341.0900000,343.2800000,14521390
GAZP,60,30/12/21,19:00,342.6000000,342.8900000,341.9100000,342.2200000,874350
GAZP,60,30/12/21,20:00,342.3600000,342.9700000,342.0900000,342.4400000,504210
GAZP,60,30/12/21,21:00,342.4400000,342.8000000,342.1400000,342.3400000,448270
GAZP,60,30/12/21,22:00,342.4800000,342.5000000,341.6300000,342.1000000,755480
GAZP,60,30/12/21,23:00,342.0000000,342.4400000,341.6600000,342.3900000,853490
GAZP,60,03/01/22,07:00,345.0100000,346.5000000,344.3000000,345.3800000,2288650
GAZP,60,03/01/22,08:00,345.3800000,347.8100000,345.0300000,346.8200000,1689300
GAZP,60,03/01/22,09:00,346.8000000,347.3800000,346.3000000,346.6200000,1366910
GAZP,60,03/01/22,10:00,346.6200000,351.8800000,346.4000000,350.3300000,8459870
GAZP,60,03/01/22,11:00,350.2400000,352.3300000,349.6900000,350.2300000,6045360
GAZP,60,03/01/22,12:00,350.2700000,351.7200000,350.0400000,351.6000000,2510840
GAZP,60,03/01/22,13:00,351.6000000,352.2500000,350.7000000,351.3500000,2484890
GAZP,60,03/01/22,14:00,351.3500000,351.8000000,350.7700000,350.9000000,1433440
GAZP,60,03/01/22,15:00,350.8200000,351.8300000,350.0100000,351.4400000,1825720
GAZP,60,03/01/22,16:00,351.4200000,351.6500000,350.5100000,350.8400000,1265550
GAZP,60,03/01/22,17:00,350.9000000,351.8600000,349.5100000,350.2800000,2915880
GAZP,60,03/01/22,18:00,350.2900000,351.5000000,350.2900000,350.9000000,2545950
GAZP,60,03/01/22,19:00,350.9000000,351.2200000,350.1000000,350.7900000,711580
GAZP,60,03/01/22,20:00,350.7900000,351.1900000,350.5000000,351.1100000,802090
GAZP,60,03/01/22,21:00,351.1300000,351.8300000,351.0200000,351.8300000,573120
GAZP,60,03/01/22,22:00,351.8400000,352.9600000,351.7000000,352.8700000,1494540
GAZP,60,03/01/22,23:00,352.7600000,353.8800000,352.4100000,353.7300000,1644290
GAZP,60,04/01/22,07:00,353.9900000,357.9000000,353.6500000,356.5800000,3884200
GAZP,60,04/01/22,08:00,356.5800000,358.1000000,356.5000000,357.2500000,1819120
GAZP,60,04/01/22,09:00,357.2500000,357.5000000,355.1800000,356.3200000,2508060
GAZP,60,04/01/22,10:00,356.1500000,356.1500000,350.6900000,352.4700000,8106510
GAZP,60,04/01/22,11:00,352.4700000,353.0600000,348.3500000,351.0500000,8627850
GAZP,60,04/01/22,12:00,351.0500000,354.2000000,350.7500000,353.6700000,4999870
GAZP,60,04/01/22,13:00,353.7400000,355.1700000,353.2000000,354.2200000,5330210
GAZP,60,04/01/22,14:00,354.3300000,355.0700000,353.6500000,353.8500000,2519290
GAZP,60,04/01/22,15:00,353.9900000,354.0900000,351.1000000,352.3400000,3953770
GAZP,60,04/01/22,16:00,352.3400000,353.6700000,352.0400000,353.1500000,1423830
GAZP,60,04/01/22,17:00,353.1500000,354.0000000,351.9000000,352.6400000,3090650
GAZP,60,04/01/22,18:00,352.6900000,352.9300000,351.6200000,352.7000000,2808680
GAZP,60,04/01/22,19:00,352.2000000,352.9100000,351.4900000,352.5200000,1033920
GAZP,60,04/01/22,20:00,352.5000000,353.7400000,352.4000000,353.1700000,1116170
GAZP,60,04/01/22,21:00,353.0300000,353.6000000,352.0100000,352.5800000,620510
GAZP,60,04/01/22,22:00,352.5200000,352.9000000,351.9500000,352.7700000,429950
GAZP,60,04/01/22,23:00,352.7600000,353.1500000,352.2100000,352.5500000,420920
GAZP,60,05/01/22,07:00,351.9000000,352.2600000,349.7500000,350.3000000,1994230
GAZP,60,05/01/22,08:00,350.2000000,350.7900000,349.0600000,350.5700000,1015960
GAZP,60,05/01/22,09:00,350.5700000,351.5000000,350.3200000,350.8800000,737790
GAZP,60,05/01/22,10:00,350.8800000,353.5000000,350.0000000,352.5800000,2455820
GAZP,60,05/01/22,11:00,352.5800000,353.0000000,350.0100000,351.9100000,2873490
GAZP,60,05/01/22,12:00,351.9300000,352.1900000,350.5400000,350.9900000,1408750
GAZP,60,05/01/22,13:00,350.9800000,351.4500000,350.0000000,350.0900000,1998550
GAZP,60,05/01/22,14:00,350.0700000,350.1500000,346.5000000,346.6500000,10187330
GAZP,60,05/01/22,15:00,346.6000000,347.7000000,346.3600000,347.3300000,2756190
GAZP,60,05/01/22,16:00,347.3300000,348.7500000,347.1000000,348.0200000,2144350
GAZP,60,05/01/22,17:00,348.0600000,348.1500000,344.4000000,344.8500000,9577450
GAZP,60,05/01/22,18:00,344.8000000,345.8700000,343.4100000,345.2000000,7031950
GAZP,60,05/01/22,19:00,344.2500000,344.9000000,342.5000000,343.1900000,4598560
GAZP,60,05/01/22,20:00,343.2000000,343.3000000,340.0000000,341.5400000,4737630
GAZP,60,05/01/22,21:00,341.5300000,342.5900000,339.8500000,339.8500000,4280910
GAZP,60,05/01/22,22:00,339.8500000,340.6500000,331.5500000,334.5600000,13702270
GAZP,60,05/01/22,23:00,334.5600000,339.8000000,334.4000000,335.0000000,9468210
GAZP,60,06/01/22,07:00,335.8000000,340.4800000,330.1100000,340.0400000,8361650
GAZP,60,06/01/22,08:00,340.1800000,342.0000000,338.7800000,338.9900000,4414280
GAZP,60,06/01/22,09:00,338.9900000,341.4000000,338.1000000,339.7300000,3329310
GAZP,60,06/01/22,10:00,339.8700000,343.4300000,337.5800000,340.9300000,8568360
GAZP,60,06/01/22,11:00,340.9600000,341.5000000,335.6200000,338.0000000,11008500
GAZP,60,06/01/22,12:00,338.0000000,341.1500000,337.5900000,340.7700000,5746730
GAZP,60,06/01/22,13:00,340.9600000,343.0000000,340.3500000,341.6400000,4241260
GAZP,60,06/01/22,14:00,341.7100000,342.8400000,340.7600000,341.3400000,2575390
GAZP,60,06/01/22,15:00,341.4000000,342.6000000,341.4000000,342.1500000,1663310
GAZP,60,06/01/22,16:00,342.1400000,344.3300000,341.5000000,343.8000000,5485660
GAZP,60,06/01/22,17:00,343.7400000,346.4000000,342.8900000,345.4200000,6756150
GAZP,60,06/01/22,18:00,345.4300000,345.9000000,343.1300000,343.9800000,5784130
GAZP,60,06/01/22,19:00,343.8700000,344.9000000,343.5600000,344.8100000,801170
GAZP,60,06/01/22,20:00,344.8800000,345.8700000,344.3400000,345.1700000,876860
GAZP,60,06/01/22,21:00,345.1700000,345.3800000,344.3000000,344.7400000,558850
GAZP,60,06/01/22,22:00,344.7400000,346.8000000,344.0100000,346.8000000,2483090
GAZP,60,06/01/22,23:00,346.6900000,347.6700000,345.9000000,346.1300000,1917770
GAZP,60,10/01/22,07:00,348.3300000,350.6700000,347.8300000,350.2200000,2727630
GAZP,60,10/01/22,08:00,350.2200000,350.2900000,349.1000000,349.6800000,1128540
GAZP,60,10/01/22,09:00,349.7000000,349.9000000,347.2500000,349.3900000,1812650
GAZP,60,10/01/22,10:00,349.4000000,351.0000000,346.8800000,349.1900000,5339290
GAZP,60,10/01/22,11:00,349.1200000,349.1700000,346.5500000,347.4200000,4819360
GAZP,60,10/01/22,12:00,347.4200000,349.1300000,346.8900000,348.0500000,3029270
GAZP,60,10/01/22,13:00,348.0400000,348.3900000,345.6500000,346.0500000,3723730
GAZP,60,10/01/22,14:00,346.0800000,346.5800000,343.7500000,343.9900000,4456470
GAZP,60,10/01/22,15:00,343.9900000,344.0500000,340.5100000,341.4400000,7744540
GAZP,60,10/01/22,16:00,341.4100000,343.9300000,340.5900000,342.9100000,3636510
GAZP,60,10/01/22,17:00,342.9900000,343.2800000,340.8000000,341.6500000,3229810
GAZP,60,10/01/22,18:00,341.5900000,342.7400000,341.0000000,342.4600000,3347660
GAZP,60,10/01/22,19:00,341.1200000,344.7800000,341.1200000,344.6500000,2077400
GAZP,60,10/01/22,20:00,344.6300000,344.6900000,342.5500000,344.1200000,1093940
GAZP,60,10/01/22,21:00,344.1500000,345.9200000,344.0400000,345.4000000,1390290
GAZP,60,10/01/22,22:00,345.3200000,345.8800000,343.0000000,343.8000000,943110
GAZP,60,10/01/22,23:00,343.8000000,344.4300000,343.3700000,344.0000000,547290
GAZP,60,11/01/22,07:00,344.6800000,347.0000000,343.0300000,344.2000000,1380110
GAZP,60,11/01/22,08:00,344.1900000,344.4600000,343.3100000,343.6500000,394840
GAZP,60,11/01/22,09:00,343.6500000,344.2000000,342.0200000,342.3800000,1278110
GAZP,60,11/01/22,10:00,342.3800000,345.2000000,341.2700000,343.6300000,4568510
GAZP,60,11/01/22,11:00,343.7000000,344.1900000,341.3500000,343.8000000,4099020
GAZP,60,11/01/22,12:00,343.8000000,344.4800000,342.8700000,343.0500000,2413670
GAZP,60,11/01/22,13:00,343.0000000,344.7000000,342.5100000,344.6800000,2307150
GAZP,60,11/01/22,14:00,344.6800000,345.5300000,343.4200000,345.0000000,3408890
GAZP,60,11/01/22,15:00,345.0000000,346.0000000,344.3800000,345.6200000,2839870
GAZP,60,11/01/22,16:00,345.6400000,345.7900000,344.5100000,344.9700000,2001770
GAZP,60,11/01/22,17:00,344.9300000,345.7700000,342.0700000,342.2800000,5885720
GAZP,60,11/01/22,18:00,342.2800000,343.4400000,341.8000000,342.2200000,5994780
GAZP,60,11/01/22,19:00,342.5700000,344.6200000,342.5000000,344.3100000,2231350
GAZP,60,11/01/22,20:00,344.3900000,345.0000000,343.7700000,343.8000000,1074760
GAZP,60,11/01/22,21:00,343.9200000,344.4200000,343.6600000,344.2000000,410470
GAZP,60,11/01/22,22:00,344.2000000,344.4000000,343.6500000,343.7600000,726220
GAZP,60,11/01/22,23:00,343.8600000,343.9200000,343.2500000,343.7400000,945900
GAZP,60,12/01/22,07:00,344.1100000,344.7700000,341.8100000,341.9400000,1909000
GAZP,60,12/01/22,08:00,341.9100000,342.8000000,341.0000000,341.8500000,1692230
GAZP,60,12/01/22,09:00,341.8600000,342.7500000,341.6500000,341.8600000,714780
GAZP,60,12/01/22,10:00,341.9000000,342.6000000,339.5700000,340.7500000,4090320
GAZP,60,12/01/22,11:00,340.7700000,343.3800000,340.7000000,342.5400000,4353760
GAZP,60,12/01/22,12:00,342.5400000,343.9200000,342.3500000,343.4300000,3273830
GAZP,60,12/01/22,13:00,343.4300000,346.0700000,342.0000000,345.4000000,8442270
GAZP,60,12/01/22,14:00,345.3400000,348.0900000,345.2100000,346.6000000,7100290
GAZP,60,12/01/22,15:00,346.6600000,348.6400000,346.2300000,347.3400000,5341730
GAZP,60,12/01/22,16:00,347.3400000,348.2000000,346.8300000,346.9400000,2980620
GAZP,60,12/01/22,17:00,346.9100000,348.4200000,346.5100000,347.8300000,2982220
GAZP,60,12/01/22,18:00,347.9800000,348.0000000,345.5400000,346.9000000,5760430
GAZP,60,12/01/22,19:00,346.5200000,347.7000000,345.5900000,347.1900000,1777800
GAZP,60,12/01/22,20:00,347.1900000,348.2000000,347.0000000,347.8500000,1063470
GAZP,60,12/01/22,21:00,347.8500000,348.0000000,346.6500000,347.1400000,838920
GAZP,60,12/01/22,22:00,347.1400000,347.3000000,346.5700000,347.0100000,623630
GAZP,60,12/01/22,23:00,347.0000000,347.5000000,346.8000000,347.4300000,497960
GAZP,60,13/01/22,07:00,347.1100000,347.5000000,345.0700000,346.0400000,1540980
GAZP,60,13/01/22,08:00,346.1400000,346.3400000,344.6600000,345.6000000,915640
GAZP,60,13/01/22,09:00,345.6900000,346.2200000,345.1800000,345.6800000,869510
GAZP,60,13/01/22,10:00,345.6100000,346.4400000,343.7000000,344.9500000,4787660
GAZP,60,13/01/22,11:00,344.9500000,347.2600000,344.8000000,346.6800000,5269890
GAZP,60,13/01/22,12:00,346.6800000,346.6800000,344.7500000,346.0300000,3301100
GAZP,60,13/01/22,13:00,346.0400000,346.2000000,344.3200000,344.5800000,2697340
GAZP,60,13/01/22,14:00,344.5800000,344.9900000,335.3000000,335.7400000,27539710
GAZP,60,13/01/22,15:00,335.9000000,339.4200000,334.8700000,337.7800000,10807510
GAZP,60,13/01/22,16:00,337.9200000,341.2600000,337.5000000,340.4800000,9402790
GAZP,60,13/01/22,17:00,340.4800000,340.8700000,334.1500000,336.8500000,16958220
GAZP,60,13/01/22,18:00,336.8300000,336.9500000,333.4900000,334.6900000,16818240
GAZP,60,13/01/22,19:00,336.6000000,340.4000000,335.2700000,337.9800000,8268230
GAZP,60,13/01/22,20:00,337.9000000,337.9800000,335.3700000,336.8800000,2436830
GAZP,60,13/01/22,21:00,336.8200000,338.7300000,336.4900000,338.0600000,2049330
GAZP,60,13/01/22,22:00,338.0000000,338.9100000,337.2800000,337.5100000,1927510
GAZP,60,13/01/22,23:00,337.5300000,337.9700000,335.0000000,337.6000000,2667150
GAZP,60,14/01/22,07:00,338.5900000,340.0900000,337.5100000,339.4000000,3057410
GAZP,60,14/01/22,08:00,339.2700000,340.9600000,337.1700000,337.9400000,2859230
GAZP,60,14/01/22,09:00,337.9400000,339.4000000,337.2300000,339.0000000,1928820
GAZP,60,14/01/22,10:00,339.1500000,340.4000000,335.4000000,337.1400000,7174070
GAZP,60,14/01/22,11:00,337.3300000,339.5000000,335.1400000,335.6400000,6204700
GAZP,60,14/01/22,12:00,335.6000000,336.9500000,327.7000000,330.4900000,17798440
GAZP,60,14/01/22,13:00,330.4800000,331.7000000,326.0000000,328.4000000,13695080
GAZP,60,14/01/22,14:00,328.2800000,331.4400000,327.2300000,330.6200000,6551210
GAZP,60,14/01/22,15:00,330.7600000,332.2000000,329.7100000,330.8900000,4342010
GAZP,60,14/01/22,16:00,330.8900000,330.8900000,321.5100000,326.3600000,19266390
GAZP,60,14/01/22,17:00,326.3600000,336.8300000,326.0400000,334.7000000,18192020
GAZP,60,14/01/22,18:00,334.6300000,335.5400000,331.4800000,332.2100000,10735070
GAZP,60,14/01/22,19:00,331.1100000,334.3600000,330.6200000,334.1600000,3417340
GAZP,60,14/01/22,20:00,334.1700000,335.9100000,332.4100000,334.0200000,2064980
GAZP,60,14/01/22,21:00,334.0300000,334.4500000,332.5500000,333.9000000,1022400
GAZP,60,14/01/22,22:00,333.9800000,335.5000000,333.4600000,335.0000000,1081650
GAZP,60,14/01/22,23:00,334.9800000,335.7600000,334.2400000,335.7600000,1156140
GAZP,60,17/01/22,07:00,335.9100000,338.9500000,333.0000000,334.8200000,4658010
GAZP,60,17/01/22,08:00,334.8300000,336.8700000,334.7900000,335.9800000,1068720
GAZP,60,17/01/22,09:00,335.9000000,338.3800000,335.8900000,337.6000000,2703730
GAZP,60,17/01/22,10:00,337.5300000,338.7400000,335.1000000,335.1000000,6829610
GAZP,60,17/01/22,11:00,335.1000000,336.9700000,328.5500000,330.8400000,12964220
GAZP,60,17/01/22,12:00,330.7100000,332.5000000,328.8000000,329.4200000,7304960
GAZP,60,17/01/22,13:00,329.3500000,330.2800000,325.4300000,327.5300000,9433730
GAZP,60,17/01/22,14:00,327.5300000,328.1100000,324.5700000,326.7800000,7847760
GAZP,60,17/01/22,15:00,326.7800000,329.0000000,325.7600000,326.8000000,3335400
GAZP,60,17/01/22,16:00,326.7400000,328.3000000,325.3200000,326.4200000,4229890
GAZP,60,17/01/22,17:00,326.4500000,326.4500000,319.5500000,320.4100000,12445280
GAZP,60,17/01/22,18:00,320.4100000,328.0000000,319.1700000,327.3000000,15144200
GAZP,60,17/01/22,19:00,327.9300000,330.0000000,327.0100000,329.1100000,4439760
GAZP,60,17/01/22,20:00,329.1000000,329.3800000,327.5200000,328.4200000,1098360
GAZP,60,17/01/22,21:00,328.4200000,329.2900000,327.7000000,327.8100000,1087990
GAZP,60,17/01/22,22:00,327.8500000,327.8500000,325.3300000,327.3600000,1703060
GAZP,60,17/01/22,23:00,327.3700000,328.0000000,326.8500000,327.8100000,631100
GAZP,60,18/01/22,07:00,329.1500000,329.3000000,322.8000000,323.9600000,2501770
GAZP,60,18/01/22,08:00,323.7300000,324.4700000,320.2800000,323.8800000,4112140
GAZP,60,18/01/22,09:00,323.7800000,323.8600000,321.0200000,321.8700000,2278590
GAZP,60,18/01/22,10:00,321.8000000,323.2300000,315.6400000,320.2200000,16198420
GAZP,60,18/01/22,11:00,320.2100000,322.4000000,319.2500000,321.6500000,6943670
GAZP,60,18/01/22,12:00,321.6500000,323.1000000,319.6100000,321.0000000,5224290
GAZP,60,18/01/22,13:00,321.0000000,322.3300000,320.6200000,321.6100000,2172840
GAZP,60,18/01/22,14:00,321.6100000,321.7600000,307.7500000,311.7600000,26030610
GAZP,60,18/01/22,15:00,311.6200000,312.3700000,305.0200000,308.8600000,30625980
GAZP,60,18/01/22,16:00,308.8600000,313.0000000,304.3200000,305.9000000,23970800
GAZP,60,18/01/22,17:00,305.8000000,306.2000000,299.5000000,305.6000000,37755160
GAZP,60,18/01/22,18:00,305.6800000,307.8000000,296.7000000,299.4700000,33180260
GAZP,60,18/01/22,19:00,300.0900000,305.4900000,299.1000000,305.3000000,13792360
GAZP,60,18/01/22,20:00,305.2900000,305.5000000,299.0100000,301.0100000,6513800
GAZP,60,18/01/22,21:00,301.1500000,302.6000000,299.5200000,302.5900000,2599440
GAZP,60,18/01/22,22:00,302.5400000,305.5000000,301.6000000,304.4400000,3927930
GAZP,60,18/01/22,23:00,304.4400000,304.5000000,301.0000000,301.1100000,2268070
GAZP,60,19/01/22,07:00,300.0000000,302.7200000,282.7200000,289.2300000,24449240
GAZP,60,19/01/22,08:00,289.3100000,291.8600000,284.9900000,285.9700000,13110180
GAZP,60,19/01/22,09:00,285.9200000,295.2000000,285.0000000,292.4500000,11106190
GAZP,60,19/01/22,10:00,292.4500000,309.9000000,287.3200000,309.0800000,45401450
GAZP,60,19/01/22,11:00,309.0800000,315.9800000,305.9000000,314.6000000,27475310
GAZP,60,19/01/22,12:00,314.6000000,317.8600000,311.2600000,316.6800000,19712450
GAZP,60,19/01/22,13:00,316.6800000,317.7100000,312.5600000,315.9800000,11123470
GAZP,60,19/01/22,14:00,315.9800000,319.3600000,315.1100000,318.6300000,13414670
GAZP,60,19/01/22,15:00,318.6600000,320.0000000,314.2500000,316.7200000,14739340
GAZP,60,19/01/22,16:00,316.8000000,318.4800000,314.3200000,317.6500000,6530670
GAZP,60,19/01/22,17:00,317.6600000,320.2300000,316.4600000,317.6400000,12626420
GAZP,60,19/01/22,18:00,317.6400000,320.4200000,315.8500000,316.8300000,11606730
GAZP,60,19/01/22,19:00,316.8300000,319.1000000,316.1300000,318.7800000,3748780
GAZP,60,19/01/22,20:00,318.7800000,319.8500000,318.2700000,319.1500000,2001460
GAZP,60,19/01/22,21:00,319.1200000,319.2900000,318.2000000,318.7900000,1114500
GAZP,60,19/01/22,22:00,318.6200000,319.2000000,318.0300000,319.1000000,708980
GAZP,60,19/01/22,23:00,319.1500000,319.6700000,318.2000000,318.3600000,1166470
GAZP,60,20/01/22,07:00,318.3600000,322.9800000,311.3300000,322.0900000,8614350
GAZP,60,20/01/22,08:00,322.2200000,323.9800000,321.2000000,323.4000000,3238620
GAZP,60,20/01/22,09:00,323.4000000,326.6900000,322.5000000,324.5700000,5568960
GAZP,60,20/01/22,10:00,324.6900000,326.4800000,314.6900000,318.6600000,16645110
GAZP,60,20/01/22,11:00,318.5000000,319.0000000,310.0700000,315.7700000,20479620
GAZP,60,20/01/22,12:00,315.7700000,319.1200000,313.7100000,316.7800000,7748640
GAZP,60,20/01/22,13:00,316.7800000,317.4900000,313.7900000,314.0400000,4801980
GAZP,60,20/01/22,14:00,314.0400000,316.7000000,312.3000000,314.1000000,5810770
GAZP,60,20/01/22,15:00,314.1000000,314.9200000,310.3300000,312.0900000,6905810
GAZP,60,20/01/22,16:00,312.0700000,315.7900000,310.1100000,315.4000000,11679050
GAZP,60,20/01/22,17:00,315.4200000,318.7700000,313.7400000,318.7500000,12231740
GAZP,60,20/01/22,18:00,318.5900000,320.0000000,317.2100000,318.1000000,11908500
GAZP,60,20/01/22,19:00,318.2400000,319.2500000,314.4100000,314.8900000,5315790
GAZP,60,20/01/22,20:00,314.8500000,316.7400000,314.7000000,315.6000000,1707970
GAZP,60,20/01/22,21:00,315.6000000,315.6300000,312.1000000,313.7000000,2489990
GAZP,60,20/01/22,22:00,313.6800000,314.5000000,312.6300000,313.0600000,1899690
GAZP,60,20/01/22,23:00,313.0600000,313.1800000,310.3900000,310.4200000,3214840
GAZP,60,21/01/22,07:00,309.4900000,309.8400000,303.5000000,308.3000000,8230580
GAZP,60,21/01/22,08:00,308.2000000,311.4300000,306.7000000,309.0800000,4751890
GAZP,60,21/01/22,09:00,309.0600000,311.1800000,305.6100000,307.1800000,4546210
GAZP,60,21/01/22,10:00,307.0300000,310.8600000,305.2000000,310.0800000,6919300
GAZP,60,21/01/22,11:00,310.0800000,312.4500000,308.5300000,311.2600000,8998080
GAZP,60,21/01/22,12:00,311.2700000,314.4000000,309.9000000,313.0600000,7382950
GAZP,60,21/01/22,13:00,313.0600000,315.1500000,312.2000000,314.1000000,5490640
GAZP,60,21/01/22,14:00,314.1000000,317.9700000,312.1000000,315.2600000,14896770
GAZP,60,21/01/22,15:00,315.1700000,321.9900000,315.1200000,318.2000000,18820930
GAZP,60,21/01/22,16:00,318.3800000,319.0000000,315.2500000,316.0600000,7673500
